1	357	2	-3822.7901709273538
2	536	3	-3375.0854761849705
3	718	4	-5393.095777916339
4	357	2	-4931.461302738371
5	540	3	-4745.050095862722
6	358	2	-2986.854002817875
1	716	4	-6221.514943784108
2	536	3	-6422.341753622986
3	357	2	-4260.336681822317
4	538	3	-1833.1167531001377
5	357	2	-4023.2276254024428
6	356	2	-4741.981467524728
7	709	4	-7248.030616860777
8	357	2	-3977.124111013659
9	355	2	-5577.6595604489
10	359	2	-4065.4709625705464
11	536	3	-7339.81499086813
12	355	2	-5370.446771782859
13	1263	7	-7995.073432033403
14	356	2	-4886.060749888921
15	359	2	-3305.1313628325925
16	1077	6	-4573.133328056882
17	356	2	-5170.357925430024
18	356	2	-4767.497091075071
19	536	3	-4504.764476704431
20	541	3	-4275.109511698899
21	537	3	-6670.6919165103
22	359	2	-4852.52723623685
23	356	2	-5147.949583452174
24	891	5	-5397.965757650441
25	538	3	-2546.7639342607968
26	359	2	-4780.004861169697
27	901	5	-7030.359183039749
28	359	2	-3788.2799498241134
29	536	3	-4910.772322456661
30	538	3	-5983.568984241011
31	358	2	-2893.7684390909253
32	359	2	-3952.473457864424
33	357	2	-4311.031145068579
34	539	3	-6782.801006986336
35	533	3	-6064.848233486982
36	359	2	-2831.173336248196
37	533	3	-6615.897003447624
38	535	3	-4523.829749143491
39	540	3	-5953.957439826769
40	358	2	-2957.2684511712896
41	534	3	-5142.287516583383
42	717	4	-6065.208722787435
43	540	3	-5377.678815318007
44	899	5	-2882.5024087146035
45	358	2	-4242.351836932294
46	358	2	-3525.2778080364483
47	357	2	-5301.3692193181
48	357	2	-3846.0641828592193
49	1262	7	-11001.279635298897
50	538	3	-3305.02811587708
51	360	2	-3647.9023289743704
52	710	4	-6852.488853085328
53	355	2	-5447.756031692335
54	533	3	-7518.693001433814
55	357	2	-4573.316884267781
56	537	3	-3339.9222751600832
57	359	2	-2930.6744563941015
58	538	3	-6957.470196934727
59	356	2	-4940.103560661427
60	712	4	-5892.225595120478
61	359	2	-2873.0765244195118
62	355	2	-5511.383971940402
63	357	2	-4565.159026861028
64	1082	6	-4571.395637852416
65	356	2	-4547.281845182591
66	358	2	-4329.249138136503
67	537	3	-6316.263960197042
68	356	2	-5056.800794529743
69	356	2	-4964.923753882977
70	356	2	-5142.771353163721
71	358	2	-2662.88658677999
72	896	5	-6873.8392319689
73	355	2	-5213.243701072421
74	719	4	-4503.042512394935
75	535	3	-4534.346859925459
76	360	2	-4186.40075537892
77	355	2	-5637.378767080202
78	358	2	-3285.4321284478456
79	539	3	-4653.366069205524
80	539	3	-3022.895403659375
81	538	3	-6134.130685503436
82	356	2	-4634.559660894958
83	357	2	-3942.933737384361
84	538	3	-6810.96320771449
85	534	3	-6438.369112362569
86	538	3	-3321.3302096887674
87	358	2	-2881.980670477608
88	358	2	-3124.2204102697183
89	538	3	-2389.1495891955146
90	358	2	-2616.4150731096197
91	355	2	-5108.653801782011
92	358	2	-4626.666511584208
93	356	2	-5130.086227837498
94	357	2	-3439.374833579232
95	895	5	-8168.662158238173
96	356	2	-4341.722396566604
97	713	4	-5785.4228172430585
98	358	2	-3502.275233269542
99	538	3	-4643.042787655909
100	358	2	-3087.097845890459
101	356	2	-5107.082315271871
102	1081	6	-6837.779047796813
103	357	2	-4701.4816343435305
104	358	2	-4552.534342603613
105	358	2	-4105.572008542163
106	358	2	-3630.1921226065124
107	358	2	-3418.362888964235
108	358	2	-3441.5821607060116
109	358	2	-3411.2993281751997
110	536	3	-5930.5139543860005
111	357	2	-3477.423643073237
112	358	2	-3423.319309222479
113	359	2	-2550.9073882082685
114	536	3	-3895.9118615934212
115	358	2	-2412.826034456987
116	355	2	-5425.084782303946
117	900	5	-6301.710292440193
118	356	2	-5480.735795770671
119	715	4	-3390.859005049793
120	358	2	-3321.431493925339
121	358	2	-4106.350625997147
122	358	2	-4678.190352601238
123	356	2	-4665.829056738371
124	356	2	-4475.575088464982
125	358	2	-5408.050387107605
126	356	2	-5043.751087782495
127	534	3	-5162.103151868664
128	357	2	-4471.785640781433
129	358	2	-4253.383935430101
130	1084	6	-3506.078108756292
131	357	2	-4317.6174399282245
132	355	2	-5636.745259221927
133	357	2	-4464.566432128236
134	358	2	-2504.2990561794963
135	359	2	-3421.612321632661
136	359	2	-3383.898539062916
137	357	2	-3436.765240161004
138	359	2	-3231.0953302527773
139	356	2	-5598.124037547727
140	357	2	-3703.0189129297655
141	359	2	-2810.2289025393893
142	356	2	-5009.57791899197
143	355	2	-5536.200652382342
144	1082	6	-3266.9232222468945
145	717	4	-2778.931014541807
146	359	2	-4072.870667183147
147	535	3	-5214.254862744773
148	540	3	-5013.814047617724
149	535	3	-4479.298565919222
150	358	2	-4931.488630574648
151	356	2	-4770.259337237171
152	717	4	-5699.543181094547
153	358	2	-3723.689296390066
154	719	4	-6818.955449698202
155	357	2	-3563.8616511824293
156	358	2	-2760.086761412979
157	357	2	-4143.470772191744
158	713	4	-5028.837691996725
159	356	2	-5251.353037570211
160	356	2	-4251.311388860392
161	1080	6	-4354.102364507169
162	536	3	-4462.1938616129655
163	355	2	-5313.221239954172
164	358	2	-3164.8185479360545
165	358	2	-2879.3425074211827
166	357	2	-4378.535734663699
167	540	3	-2796.771331943584
168	356	2	-4890.2826217919555
169	540	3	-4747.324407365387
170	534	3	-6578.298238208711
171	356	2	-4668.575444968827
172	712	4	-7787.40563032926
173	1446	8	-9563.940272165923
174	355	2	-5518.098254392227
175	358	2	-3764.337183137564
176	361	2	-4022.495692742393
177	716	4	-4102.39753675807
178	540	3	-4362.175298395648
179	358	2	-3403.250683501863
180	888	5	-9635.149203933546
181	356	2	-4743.7679647149
182	357	2	-4092.053716330042
183	533	3	-6133.763423785448
184	534	3	-5873.373167694241
185	719	4	-5757.216935354057
186	358	2	-3153.3881716050973
187	359	2	-2457.10515165196
188	358	2	-3881.1457926594394
189	357	2	-4491.673148943397
190	357	2	-4084.362434865726
191	356	2	-4928.553965149196
192	357	2	-4202.523480686681
193	360	2	-4255.304740718648
194	358	2	-3814.1337764742866
195	535	3	-7061.18072805521
196	359	2	-2539.6418903287
197	536	3	-3670.0821712645507
198	357	2	-4141.143826119557
199	716	4	-4421.472049631571
200	1442	8	-5002.169545573061
201	1073	6	-7353.211221921218
202	356	2	-4793.9613578321005
203	539	3	-5873.131343872606
204	538	3	-2366.271933022211
205	360	2	-5042.931933424963
206	359	2	-2869.9241568721172
207	359	2	-4567.398704103461
